year,level_1,level_2,value
1993,Chinese,Single Man & Divorced Woman,44
1993,Chinese,Single Man & Widowed Woman,7
1993,Chinese,Divorced Man & Single Woman,55
1993,Chinese,Divorced Man & Divorced Woman,14
1993,Chinese,Divorced Man & Widowed Woman,0
1993,Chinese,Widowed Man & Single Woman,7
1993,Chinese,Widowed Man & Divorced Woman,3
1993,Chinese,Widowed Man & Widowed Woman,0
1993,Indians,Single Man & Single Woman,145
1993,Indians,Single Man & Divorced Woman,4
1993,Indians,Single Man & Widowed Woman,0
1993,Indians,Divorced Man & Single Woman,7
1993,Indians,Divorced Man & Divorced Woman,2
1993,Indians,Divorced Man & Widowed Woman,0
1993,Indians,Widowed Man & Single Woman,0
1993,Indians,Widowed Man & Divorced Woman,0
1993,Indians,Widowed Man & Widowed Woman,0
1993,Others,Single Man & Single Woman,21
1993,Others,Single Man & Divorced Woman,0
1993,Others,Single Man & Widowed Woman,0
1993,Others,Divorced Man & Single Woman,2
1993,Others,Divorced Man & Divorced Woman,1
1993,Others,Divorced Man & Widowed Woman,0
1993,Others,Widowed Man & Single Woman,0
1993,Others,Widowed Man & Divorced Woman,0
1993,Others,Widowed Man & Widowed Woman,0
1993,Inter-ethnic,Single Man & Single Woman,94
1993,Inter-ethnic,Single Man & Divorced Woman,3
1993,Inter-ethnic,Single Man & Widowed Woman,0
1993,Inter-ethnic,Divorced Man & Single Woman,8
1993,Inter-ethnic,Divorced Man & Divorced Woman,0
1993,Inter-ethnic,Divorced Man & Widowed Woman,0
1993,Inter-ethnic,Widowed Man & Single Woman,0
1993,Inter-ethnic,Widowed Man & Divorced Woman,0
1993,Inter-ethnic,Widowed Man & Widowed Woman,0
1994,Total,Single Man & Single Woman,2257
1994,Total,Single Man & Divorced Woman,62
1994,Total,Single Man & Widowed Woman,3
1994,Total,Divorced Man & Single Woman,80
1994,Total,Divorced Man & Divorced Woman,17
1994,Total,Divorced Man & Widowed Woman,1
1994,Total,Widowed Man & Single Woman,7
1994,Total,Widowed Man & Divorced Woman,3
1994,Total,Widowed Man & Widowed Woman,1
1994,Chinese,Single Man & Single Woman,1979
1994,Chinese,Single Man & Divorced Woman,46
1994,Chinese,Single Man & Widowed Woman,2
1994,Chinese,Divorced Man & Single Woman,61
1994,Chinese,Divorced Man & Divorced Woman,10
1994,Chinese,Divorced Man & Widowed Woman,1
1994,Chinese,Widowed Man & Single Woman,6
1994,Chinese,Widowed Man & Divorced Woman,3
1994,Chinese,Widowed Man & Widowed Woman,1
1994,Indians,Single Man & Single Woman,175
1994,Indians,Single Man & Divorced Woman,4
1994,Indians,Single Man & Widowed Woman,0
1994,Indians,Divorced Man & Single Woman,1
1994,Indians,Divorced Man & Divorced Woman,1
1994,Indians,Divorced Man & Widowed Woman,0
1994,Indians,Widowed Man & Single Woman,0
1994,Indians,Widowed Man & Divorced Woman,0
1994,Indians,Widowed Man & Widowed Woman,0
1994,Others,Single Man & Single Woman,11
1994,Others,Single Man & Divorced Woman,1
1994,Others,Single Man & Widowed Woman,0
1994,Others,Divorced Man & Single Woman,4
1994,Others,Divorced Man & Divorced Woman,1
1994,Others,Divorced Man & Widowed Woman,0
1994,Others,Widowed Man & Single Woman,0
1994,Others,Widowed Man & Divorced Woman,0
1994,Others,Widowed Man & Widowed Woman,0
1994,Inter-ethnic,Single Man & Single Woman,92
1994,Inter-ethnic,Single Man & Divorced Woman,11
1994,Inter-ethnic,Single Man & Widowed Woman,1
1994,Inter-ethnic,Divorced Man & Single Woman,14
1994,Inter-ethnic,Divorced Man & Divorced Woman,5
1994,Inter-ethnic,Divorced Man & Widowed Woman,0
1994,Inter-ethnic,Widowed Man & Single Woman,1
1994,Inter-ethnic,Widowed Man & Divorced Woman,0
1994,Inter-ethnic,Widowed Man & Widowed Woman,0
1995,Total,Single Man & Single Woman,2810
1995,Total,Single Man & Divorced Woman,85
1995,Total,Single Man & Widowed Woman,5
1995,Total,Divorced Man & Single Woman,102
1995,Total,Divorced Man & Divorced Woman,14
1995,Total,Divorced Man & Widowed Woman,2
1995,Total,Widowed Man & Single Woman,12
1995,Total,Widowed Man & Divorced Woman,3
1995,Total,Widowed Man & Widowed Woman,3
1995,Chinese,Single Man & Single Woman,2447
1995,Chinese,Single Man & Divorced Woman,72
1995,Chinese,Single Man & Widowed Woman,4
1995,Chinese,Divorced Man & Single Woman,80
1995,Chinese,Divorced Man & Divorced Woman,13
1995,Chinese,Divorced Man & Widowed Woman,2
1995,Chinese,Widowed Man & Single Woman,9
1995,Chinese,Widowed Man & Divorced Woman,1
1995,Chinese,Widowed Man & Widowed Woman,3
1995,Indians,Single Man & Single Woman,212
1995,Indians,Single Man & Divorced Woman,6
1995,Indians,Single Man & Widowed Woman,1
1995,Indians,Divorced Man & Single Woman,6
1995,Indians,Divorced Man & Divorced Woman,0
1995,Indians,Divorced Man & Widowed Woman,0
1995,Indians,Widowed Man & Single Woman,1
1995,Indians,Widowed Man & Divorced Woman,1
1995,Indians,Widowed Man & Widowed Woman,0
1995,Others,Single Man & Single Woman,16
1995,Others,Single Man & Divorced Woman,1
1995,Others,Single Man & Widowed Woman,0
1995,Others,Divorced Man & Single Woman,0
1995,Others,Divorced Man & Divorced Woman,0
1995,Others,Divorced Man & Widowed Woman,0
1995,Others,Widowed Man & Single Woman,0
1995,Others,Widowed Man & Divorced Woman,0
1995,Others,Widowed Man & Widowed Woman,0
1995,Inter-ethnic,Single Man & Single Woman,135
1995,Inter-ethnic,Single Man & Divorced Woman,6
1995,Inter-ethnic,Single Man & Widowed Woman,0
1995,Inter-ethnic,Divorced Man & Single Woman,16
1995,Inter-ethnic,Divorced Man & Divorced Woman,1
1995,Inter-ethnic,Divorced Man & Widowed Woman,0
1995,Inter-ethnic,Widowed Man & Single Woman,2
1995,Inter-ethnic,Widowed Man & Divorced Woman,1
1995,Inter-ethnic,Widowed Man & Widowed Woman,0
1996,Total,Single Man & Single Woman,2837
1996,Total,Single Man & Divorced Woman,96
1996,Total,Single Man & Widowed Woman,9
1996,Total,Divorced Man & Single Woman,134
1996,Total,Divorced Man & Divorced Woman,33
1996,Total,Divorced Man & Widowed Woman,2
1996,Total,Widowed Man & Single Woman,9
1996,Total,Widowed Man & Divorced Woman,9
1996,Total,Widowed Man & Widowed Woman,1
1996,Chinese,Single Man & Single Woman,2459
1996,Chinese,Single Man & Divorced Woman,78
1996,Chinese,Single Man & Widowed Woman,7
1996,Chinese,Divorced Man & Single Woman,103
1996,Chinese,Divorced Man & Divorced Woman,25
1996,Chinese,Divorced Man & Widowed Woman,1
1996,Chinese,Widowed Man & Single Woman,6
1996,Chinese,Widowed Man & Divorced Woman,9
1996,Chinese,Widowed Man & Widowed Woman,1
1996,Indians,Single Man & Single Woman,235
1996,Indians,Single Man & Divorced Woman,5
1996,Indians,Single Man & Widowed Woman,1
1996,Indians,Divorced Man & Single Woman,11
1996,Indians,Divorced Man & Divorced Woman,1
1996,Indians,Divorced Man & Widowed Woman,1
1996,Indians,Widowed Man & Single Woman,3
1996,Indians,Widowed Man & Divorced Woman,0
1996,Indians,Widowed Man & Widowed Woman,0
1996,Others,Single Man & Single Woman,18
1996,Others,Single Man & Divorced Woman,1
1996,Others,Single Man & Widowed Woman,0
1996,Others,Divorced Man & Single Woman,2
1996,Others,Divorced Man & Divorced Woman,3
1996,Others,Divorced Man & Widowed Woman,0
1996,Others,Widowed Man & Single Woman,0
1996,Others,Widowed Man & Divorced Woman,0
1996,Others,Widowed Man & Widowed Woman,0
1996,Inter-ethnic,Single Man & Single Woman,125
1996,Inter-ethnic,Single Man & Divorced Woman,12
1996,Inter-ethnic,Single Man & Widowed Woman,1
1996,Inter-ethnic,Divorced Man & Single Woman,18
1996,Inter-ethnic,Divorced Man & Divorced Woman,4
1996,Inter-ethnic,Divorced Man & Widowed Woman,0
1996,Inter-ethnic,Widowed Man & Single Woman,0
1996,Inter-ethnic,Widowed Man & Divorced Woman,0
1996,Inter-ethnic,Widowed Man & Widowed Woman,0
1997,Total,Single Man & Single Woman,2949
1997,Total,Single Man & Divorced Woman,121
1997,Total,Single Man & Widowed Woman,9
1997,Total,Divorced Man & Single Woman,110
1997,Total,Divorced Man & Divorced Woman,28
1997,Total,Divorced Man & Widowed Woman,2
1997,Total,Widowed Man & Single Woman,10
1997,Total,Widowed Man & Divorced Woman,9
1997,Total,Widowed Man & Widowed Woman,1
1997,Chinese,Single Man & Single Woman,2570
1997,Chinese,Single Man & Divorced Woman,105
1997,Chinese,Single Man & Widowed Woman,7
1997,Chinese,Divorced Man & Single Woman,94
1997,Chinese,Divorced Man & Divorced Woman,20
1997,Chinese,Divorced Man & Widowed Woman,2
1997,Chinese,Widowed Man & Single Woman,8
1997,Chinese,Widowed Man & Divorced Woman,8
1997,Chinese,Widowed Man & Widowed Woman,1
1997,Indians,Single Man & Single Woman,207
1997,Indians,Single Man & Divorced Woman,8
1997,Indians,Single Man & Widowed Woman,2
1997,Indians,Divorced Man & Single Woman,5
1997,Indians,Divorced Man & Divorced Woman,2
1997,Indians,Divorced Man & Widowed Woman,0
1997,Indians,Widowed Man & Single Woman,0
1997,Indians,Widowed Man & Divorced Woman,1
1997,Indians,Widowed Man & Widowed Woman,0
1997,Others,Single Man & Single Woman,9
1997,Others,Single Man & Divorced Woman,0
1997,Others,Single Man & Widowed Woman,0
1997,Others,Divorced Man & Single Woman,1
1997,Others,Divorced Man & Divorced Woman,0
1997,Others,Divorced Man & Widowed Woman,0
1997,Others,Widowed Man & Single Woman,0
1997,Others,Widowed Man & Divorced Woman,0
1997,Others,Widowed Man & Widowed Woman,0
1997,Inter-ethnic,Single Man & Single Woman,163
1997,Inter-ethnic,Single Man & Divorced Woman,8
1997,Inter-ethnic,Single Man & Widowed Woman,0
1997,Inter-ethnic,Divorced Man & Single Woman,10
1997,Inter-ethnic,Divorced Man & Divorced Woman,6
1997,Inter-ethnic,Divorced Man & Widowed Woman,0
1997,Inter-ethnic,Widowed Man & Single Woman,2
1997,Inter-ethnic,Widowed Man & Divorced Woman,0
1997,Inter-ethnic,Widowed Man & Widowed Woman,0
1998,Total,Single Man & Single Woman,3308
1998,Total,Single Man & Divorced Woman,161
1998,Total,Single Man & Widowed Woman,11
1998,Total,Divorced Man & Single Woman,155
1998,Total,Divorced Man & Divorced Woman,66
1998,Total,Divorced Man & Widowed Woman,2
1998,Total,Widowed Man & Single Woman,23
1998,Total,Widowed Man & Divorced Woman,7
1998,Total,Widowed Man & Widowed Woman,7
1998,Chinese,Single Man & Single Woman,2852
1998,Chinese,Single Man & Divorced Woman,135
1998,Chinese,Single Man & Widowed Woman,10
1998,Chinese,Divorced Man & Single Woman,121
1998,Chinese,Divorced Man & Divorced Woman,53
1998,Chinese,Divorced Man & Widowed Woman,2
1998,Chinese,Widowed Man & Single Woman,18
1998,Chinese,Widowed Man & Divorced Woman,6
1998,Chinese,Widowed Man & Widowed Woman,6
1998,Indians,Single Man & Single Woman,256
1998,Indians,Single Man & Divorced Woman,13
1998,Indians,Single Man & Widowed Woman,1
1998,Indians,Divorced Man & Single Woman,15
1998,Indians,Divorced Man & Divorced Woman,4
1998,Indians,Divorced Man & Widowed Woman,0
1998,Indians,Widowed Man & Single Woman,1
1998,Indians,Widowed Man & Divorced Woman,0
1998,Indians,Widowed Man & Widowed Woman,0
1998,Others,Single Man & Single Woman,18
1998,Others,Single Man & Divorced Woman,1
1998,Others,Single Man & Widowed Woman,0
1998,Others,Divorced Man & Single Woman,1
1998,Others,Divorced Man & Divorced Woman,2
1998,Others,Divorced Man & Widowed Woman,0
1998,Others,Widowed Man & Single Woman,1
1998,Others,Widowed Man & Divorced Woman,0
1998,Others,Widowed Man & Widowed Woman,0
1998,Inter-ethnic,Single Man & Single Woman,182
1998,Inter-ethnic,Single Man & Divorced Woman,12
1998,Inter-ethnic,Single Man & Widowed Woman,0
1998,Inter-ethnic,Divorced Man & Single Woman,18
1998,Inter-ethnic,Divorced Man & Divorced Woman,7
1998,Inter-ethnic,Divorced Man & Widowed Woman,0
1998,Inter-ethnic,Widowed Man & Single Woman,3
1998,Inter-ethnic,Widowed Man & Divorced Woman,1
1998,Inter-ethnic,Widowed Man & Widowed Woman,1
1999,Total,Single Man & Single Woman,1976
1999,Total,Single Man & Divorced Woman,137
1999,Total,Single Man & Widowed Woman,9
1999,Total,Divorced Man & Single Woman,144
1999,Total,Divorced Man & Divorced Woman,50
1999,Total,Divorced Man & Widowed Woman,3
1999,Total,Widowed Man & Single Woman,10
1999,Total,Widowed Man & Divorced Woman,10
1999,Total,Widowed Man & Widowed Woman,0
1999,Chinese,Single Man & Single Woman,1706
1999,Chinese,Single Man & Divorced Woman,114
1999,Chinese,Single Man & Widowed Woman,6
1999,Chinese,Divorced Man & Single Woman,119
1999,Chinese,Divorced Man & Divorced Woman,42
1999,Chinese,Divorced Man & Widowed Woman,2
1999,Chinese,Widowed Man & Single Woman,8
1999,Chinese,Widowed Man & Divorced Woman,9
1999,Chinese,Widowed Man & Widowed Woman,0
1999,Indians,Single Man & Single Woman,137
1999,Indians,Single Man & Divorced Woman,6
1999,Indians,Single Man & Widowed Woman,1
1999,Indians,Divorced Man & Single Woman,9
1999,Indians,Divorced Man & Divorced Woman,3
1999,Indians,Divorced Man & Widowed Woman,0
1999,Indians,Widowed Man & Single Woman,1
1999,Indians,Widowed Man & Divorced Woman,1
1999,Indians,Widowed Man & Widowed Woman,0
1999,Others,Single Man & Single Woman,5
1999,Others,Single Man & Divorced Woman,0
1999,Others,Single Man & Widowed Woman,0
1999,Others,Divorced Man & Single Woman,0
1999,Others,Divorced Man & Divorced Woman,1
1999,Others,Divorced Man & Widowed Woman,0
1999,Others,Widowed Man & Single Woman,0
1999,Others,Widowed Man & Divorced Woman,0
1999,Others,Widowed Man & Widowed Woman,0
1999,Inter-ethnic,Single Man & Single Woman,128
1999,Inter-ethnic,Single Man & Divorced Woman,17
1999,Inter-ethnic,Single Man & Widowed Woman,2
1999,Inter-ethnic,Divorced Man & Single Woman,16
1999,Inter-ethnic,Divorced Man & Divorced Woman,4
1999,Inter-ethnic,Divorced Man & Widowed Woman,1
1999,Inter-ethnic,Widowed Man & Single Woman,1
1999,Inter-ethnic,Widowed Man & Divorced Woman,0
1999,Inter-ethnic,Widowed Man & Widowed Woman,0
2000,Total,Single Man & Single Woman,2417
2000,Total,Single Man & Divorced Woman,114
2000,Total,Single Man & Widowed Woman,7
2000,Total,Divorced Man & Single Woman,138
2000,Total,Divorced Man & Divorced Woman,49
2000,Total,Divorced Man & Widowed Woman,1
2000,Total,Widowed Man & Single Woman,11
2000,Total,Widowed Man & Divorced Woman,6
2000,Total,Widowed Man & Widowed Woman,1
2000,Chinese,Single Man & Single Woman,2089
2000,Chinese,Single Man & Divorced Woman,99
2000,Chinese,Single Man & Widowed Woman,5
2000,Chinese,Divorced Man & Single Woman,106
2000,Chinese,Divorced Man & Divorced Woman,39
2000,Chinese,Divorced Man & Widowed Woman,1
2000,Chinese,Widowed Man & Single Woman,11
2000,Chinese,Widowed Man & Divorced Woman,6
2000,Chinese,Widowed Man & Widowed Woman,0
2000,Indians,Single Man & Single Woman,153
2000,Indians,Single Man & Divorced Woman,6
2000,Indians,Single Man & Widowed Woman,0
2000,Indians,Divorced Man & Single Woman,6
2000,Indians,Divorced Man & Divorced Woman,2
2000,Indians,Divorced Man & Widowed Woman,0
2000,Indians,Widowed Man & Single Woman,0
2000,Indians,Widowed Man & Divorced Woman,0
2000,Indians,Widowed Man & Widowed Woman,0
2000,Others,Single Man & Single Woman,29
2000,Others,Single Man & Divorced Woman,1
2000,Others,Single Man & Widowed Woman,0
2000,Others,Divorced Man & Single Woman,3
2000,Others,Divorced Man & Divorced Woman,2
2000,Others,Divorced Man & Widowed Woman,0
2000,Others,Widowed Man & Single Woman,0
2000,Others,Widowed Man & Divorced Woman,0
2000,Others,Widowed Man & Widowed Woman,0
2000,Inter-ethnic,Single Man & Single Woman,146
2000,Inter-ethnic,Single Man & Divorced Woman,8
2000,Inter-ethnic,Single Man & Widowed Woman,2
2000,Inter-ethnic,Divorced Man & Single Woman,23
2000,Inter-ethnic,Divorced Man & Divorced Woman,6
2000,Inter-ethnic,Divorced Man & Widowed Woman,0
2000,Inter-ethnic,Widowed Man & Single Woman,0
2000,Inter-ethnic,Widowed Man & Divorced Woman,0
2000,Inter-ethnic,Widowed Man & Widowed Woman,1
2001,Total,Single Man & Single Woman,2343
2001,Total,Single Man & Divorced Woman,130
2001,Total,Single Man & Widowed Woman,11
2001,Total,Divorced Man & Single Woman,121
2001,Total,Divorced Man & Divorced Woman,52
2001,Total,Divorced Man & Widowed Woman,4
2001,Total,Widowed Man & Single Woman,11
2001,Total,Widowed Man & Divorced Woman,9
2001,Total,Widowed Man & Widowed Woman,3
2001,Chinese,Single Man & Single Woman,2006
2001,Chinese,Single Man & Divorced Woman,110
2001,Chinese,Single Man & Widowed Woman,9
2001,Chinese,Divorced Man & Single Woman,88
2001,Chinese,Divorced Man & Divorced Woman,40
2001,Chinese,Divorced Man & Widowed Woman,4
2001,Chinese,Widowed Man & Single Woman,7
2001,Chinese,Widowed Man & Divorced Woman,8
2001,Chinese,Widowed Man & Widowed Woman,3
2001,Indians,Single Man & Single Woman,152
2001,Indians,Single Man & Divorced Woman,5
2001,Indians,Single Man & Widowed Woman,0
2001,Indians,Divorced Man & Single Woman,9
2001,Indians,Divorced Man & Divorced Woman,2
2001,Indians,Divorced Man & Widowed Woman,0
2001,Indians,Widowed Man & Single Woman,1
2001,Indians,Widowed Man & Divorced Woman,0
2001,Indians,Widowed Man & Widowed Woman,0
2001,Others,Single Man & Single Woman,47
2001,Others,Single Man & Divorced Woman,0
2001,Others,Single Man & Widowed Woman,0
2001,Others,Divorced Man & Single Woman,1
2001,Others,Divorced Man & Divorced Woman,0
2001,Others,Divorced Man & Widowed Woman,0
2001,Others,Widowed Man & Single Woman,1
2001,Others,Widowed Man & Divorced Woman,0
2001,Others,Widowed Man & Widowed Woman,0
2001,Inter-ethnic,Single Man & Single Woman,138
2001,Inter-ethnic,Single Man & Divorced Woman,15
2001,Inter-ethnic,Single Man & Widowed Woman,2
2001,Inter-ethnic,Divorced Man & Single Woman,23
2001,Inter-ethnic,Divorced Man & Divorced Woman,10
2001,Inter-ethnic,Divorced Man & Widowed Woman,0
2001,Inter-ethnic,Widowed Man & Single Woman,2
2001,Inter-ethnic,Widowed Man & Divorced Woman,1
2001,Inter-ethnic,Widowed Man & Widowed Woman,0
2002,Total,Single Man & Single Woman,3189
2002,Total,Single Man & Divorced Woman,108
2002,Total,Single Man & Widowed Woman,5
2002,Total,Divorced Man & Single Woman,124
2002,Total,Divorced Man & Divorced Woman,66
2002,Total,Divorced Man & Widowed Woman,5
2002,Total,Widowed Man & Single Woman,10
2002,Total,Widowed Man & Divorced Woman,7
2002,Total,Widowed Man & Widowed Woman,1
2002,Chinese,Single Man & Single Woman,2668
2002,Chinese,Single Man & Divorced Woman,73
2002,Chinese,Single Man & Widowed Woman,2
2002,Chinese,Divorced Man & Single Woman,90
2002,Chinese,Divorced Man & Divorced Woman,55
2002,Chinese,Divorced Man & Widowed Woman,3
2002,Chinese,Widowed Man & Single Woman,7
2002,Chinese,Widowed Man & Divorced Woman,5
2002,Chinese,Widowed Man & Widowed Woman,1
2002,Indians,Single Man & Single Woman,169
2002,Indians,Single Man & Divorced Woman,16
2002,Indians,Single Man & Widowed Woman,3
2002,Indians,Divorced Man & Single Woman,8
2002,Indians,Divorced Man & Divorced Woman,2
2002,Indians,Divorced Man & Widowed Woman,1
2002,Indians,Widowed Man & Single Woman,1
2002,Indians,Widowed Man & Divorced Woman,1
2002,Indians,Widowed Man & Widowed Woman,0
2002,Others,Single Man & Single Woman,159
2002,Others,Single Man & Divorced Woman,8
2002,Others,Single Man & Widowed Woman,0
2002,Others,Divorced Man & Single Woman,7
2002,Others,Divorced Man & Divorced Woman,3
2002,Others,Divorced Man & Widowed Woman,0
2002,Others,Widowed Man & Single Woman,0
2002,Others,Widowed Man & Divorced Woman,1
2002,Others,Widowed Man & Widowed Woman,0
2002,Inter-ethnic,Single Man & Single Woman,193
2002,Inter-ethnic,Single Man & Divorced Woman,11
2002,Inter-ethnic,Single Man & Widowed Woman,0
2002,Inter-ethnic,Divorced Man & Single Woman,19
2002,Inter-ethnic,Divorced Man & Divorced Woman,6
2002,Inter-ethnic,Divorced Man & Widowed Woman,1
2002,Inter-ethnic,Widowed Man & Single Woman,2
2002,Inter-ethnic,Widowed Man & Divorced Woman,0
2002,Inter-ethnic,Widowed Man & Widowed Woman,0
2003,Total,Single Man & Single Woman,3206
2003,Total,Single Man & Divorced Woman,153
2003,Total,Single Man & Widowed Woman,12
2003,Total,Divorced Man & Single Woman,172
2003,Total,Divorced Man & Divorced Woman,67
2003,Total,Divorced Man & Widowed Woman,4
2003,Total,Widowed Man & Single Woman,9
2003,Total,Widowed Man & Divorced Woman,10
2003,Total,Widowed Man & Widowed Woman,2
2003,Chinese,Single Man & Single Woman,2662
2003,Chinese,Single Man & Divorced Woman,129
2003,Chinese,Single Man & Widowed Woman,8
2003,Chinese,Divorced Man & Single Woman,133
2003,Chinese,Divorced Man & Divorced Woman,49
2003,Chinese,Divorced Man & Widowed Woman,4
2003,Chinese,Widowed Man & Single Woman,8
2003,Chinese,Widowed Man & Divorced Woman,9
2003,Chinese,Widowed Man & Widowed Woman,1
2003,Indians,Single Man & Single Woman,200
2003,Indians,Single Man & Divorced Woman,7
2003,Indians,Single Man & Widowed Woman,1
2003,Indians,Divorced Man & Single Woman,9
2003,Indians,Divorced Man & Divorced Woman,6
2003,Indians,Divorced Man & Widowed Woman,0
2003,Indians,Widowed Man & Single Woman,0
2003,Indians,Widowed Man & Divorced Woman,1
2003,Indians,Widowed Man & Widowed Woman,1
2003,Others,Single Man & Single Woman,145
2003,Others,Single Man & Divorced Woman,3
2003,Others,Single Man & Widowed Woman,0
2003,Others,Divorced Man & Single Woman,4
2003,Others,Divorced Man & Divorced Woman,2
2003,Others,Divorced Man & Widowed Woman,0
2003,Others,Widowed Man & Single Woman,0
2003,Others,Widowed Man & Divorced Woman,0
2003,Others,Widowed Man & Widowed Woman,0
2003,Inter-ethnic,Single Man & Single Woman,199
2003,Inter-ethnic,Single Man & Divorced Woman,14
2003,Inter-ethnic,Single Man & Widowed Woman,3
2003,Inter-ethnic,Divorced Man & Single Woman,26
2003,Inter-ethnic,Divorced Man & Divorced Woman,10
2003,Inter-ethnic,Divorced Man & Widowed Woman,0
2003,Inter-ethnic,Widowed Man & Single Woman,1
2003,Inter-ethnic,Widowed Man & Divorced Woman,0
2003,Inter-ethnic,Widowed Man & Widowed Woman,0
2004,Total,Single Man & Single Woman,1511
2004,Total,Single Man & Divorced Woman,31
2004,Total,Single Man & Widowed Woman,2
2004,Total,Divorced Man & Single Woman,33
2004,Total,Divorced Man & Divorced Woman,21
2004,Total,Divorced Man & Widowed Woman,0
2004,Total,Widowed Man & Single Woman,1
2004,Total,Widowed Man & Divorced Woman,0
2004,Total,Widowed Man & Widowed Woman,1
2004,Chinese,Single Man & Single Woman,1319
2004,Chinese,Single Man & Divorced Woman,27
2004,Chinese,Single Man & Widowed Woman,1
2004,Chinese,Divorced Man & Single Woman,24
2004,Chinese,Divorced Man & Divorced Woman,19
2004,Chinese,Divorced Man & Widowed Woman,0
2004,Chinese,Widowed Man & Single Woman,1
2004,Chinese,Widowed Man & Divorced Woman,0
2004,Chinese,Widowed Man & Widowed Woman,0
2004,Indians,Single Man & Single Woman,69
2004,Indians,Single Man & Divorced Woman,0
2004,Indians,Single Man & Widowed Woman,1
2004,Indians,Divorced Man & Single Woman,1
2004,Indians,Divorced Man & Divorced Woman,0
2004,Indians,Divorced Man & Widowed Woman,0
2004,Indians,Widowed Man & Single Woman,0
2004,Indians,Widowed Man & Divorced Woman,0
2004,Indians,Widowed Man & Widowed Woman,1
2004,Others,Single Man & Single Woman,8
2004,Others,Single Man & Divorced Woman,0
2004,Others,Single Man & Widowed Woman,0
2004,Others,Divorced Man & Single Woman,0
2004,Others,Divorced Man & Divorced Woman,1
2004,Others,Divorced Man & Widowed Woman,0
2004,Others,Widowed Man & Single Woman,0
2004,Others,Widowed Man & Divorced Woman,0
2004,Others,Widowed Man & Widowed Woman,0
2004,Inter-ethnic,Single Man & Single Woman,109
2004,Inter-ethnic,Single Man & Divorced Woman,4
2004,Inter-ethnic,Single Man & Widowed Woman,0
2004,Inter-ethnic,Divorced Man & Single Woman,7
2004,Inter-ethnic,Divorced Man & Divorced Woman,1
2004,Inter-ethnic,Divorced Man & Widowed Woman,0
2004,Inter-ethnic,Widowed Man & Single Woman,0
2004,Inter-ethnic,Widowed Man & Divorced Woman,0
2004,Inter-ethnic,Widowed Man & Widowed Woman,0
2005,Total,Single Man & Single Woman,3849
2005,Total,Single Man & Divorced Woman,70
2005,Total,Single Man & Widowed Woman,3
2005,Total,Divorced Man & Single Woman,105
2005,Total,Divorced Man & Divorced Woman,46
2005,Total,Divorced Man & Widowed Woman,0
2005,Total,Widowed Man & Single Woman,7
2005,Total,Widowed Man & Divorced Woman,4
2005,Total,Widowed Man & Widowed Woman,0
2005,Chinese,Single Man & Single Woman,3328
2005,Chinese,Single Man & Divorced Woman,57
2005,Chinese,Single Man & Widowed Woman,3
2005,Chinese,Divorced Man & Single Woman,83
2005,Chinese,Divorced Man & Divorced Woman,33
2005,Chinese,Divorced Man & Widowed Woman,0
2005,Chinese,Widowed Man & Single Woman,6
2005,Chinese,Widowed Man & Divorced Woman,4
2005,Chinese,Widowed Man & Widowed Woman,0
2005,Indians,Single Man & Single Woman,225
2005,Indians,Single Man & Divorced Woman,3
2005,Indians,Single Man & Widowed Woman,0
2005,Indians,Divorced Man & Single Woman,2
2005,Indians,Divorced Man & Divorced Woman,2
2005,Indians,Divorced Man & Widowed Woman,0
2005,Indians,Widowed Man & Single Woman,0
2005,Indians,Widowed Man & Divorced Woman,0
2005,Indians,Widowed Man & Widowed Woman,0
2005,Others,Single Man & Single Woman,30
2005,Others,Single Man & Divorced Woman,1
2005,Others,Single Man & Widowed Woman,0
2005,Others,Divorced Man & Single Woman,1
2005,Others,Divorced Man & Divorced Woman,1
2005,Others,Divorced Man & Widowed Woman,0
2005,Others,Widowed Man & Single Woman,0
2005,Others,Widowed Man & Divorced Woman,0
2005,Others,Widowed Man & Widowed Woman,0
2005,Inter-ethnic,Single Man & Single Woman,262
2005,Inter-ethnic,Single Man & Divorced Woman,8
2005,Inter-ethnic,Single Man & Widowed Woman,0
2005,Inter-ethnic,Divorced Man & Single Woman,18
2005,Inter-ethnic,Divorced Man & Divorced Woman,10
2005,Inter-ethnic,Divorced Man & Widowed Woman,0
2005,Inter-ethnic,Widowed Man & Single Woman,1
2005,Inter-ethnic,Widowed Man & Divorced Woman,0
2005,Inter-ethnic,Widowed Man & Widowed Woman,0
2006,Total,Single Man & Single Woman,4220
2006,Total,Single Man & Divorced Woman,80
2006,Total,Single Man & Widowed Woman,4
2006,Total,Divorced Man & Single Woman,112
2006,Total,Divorced Man & Divorced Woman,36
2006,Total,Divorced Man & Widowed Woman,4
2006,Total,Widowed Man & Single Woman,4
2006,Total,Widowed Man & Divorced Woman,6
2006,Total,Widowed Man & Widowed Woman,1
2006,Chinese,Single Man & Single Woman,3574
2006,Chinese,Single Man & Divorced Woman,61
2006,Chinese,Single Man & Widowed Woman,3
2006,Chinese,Divorced Man & Single Woman,78
2006,Chinese,Divorced Man & Divorced Woman,28
2006,Chinese,Divorced Man & Widowed Woman,4
2006,Chinese,Widowed Man & Single Woman,4
2006,Chinese,Widowed Man & Divorced Woman,5
2006,Chinese,Widowed Man & Widowed Woman,0
2006,Indians,Single Man & Single Woman,300
2006,Indians,Single Man & Divorced Woman,7
